1.5026926,-1.8161523,8.9826565,0.59834445,0.77296335,1.4421322,1
1.3686945,-1.6654046,7.4249287,0.59834445,0.77296335,1.4421322,1
1.3686945,-1.6654046,7.4249287,0.9500245,0.9304867,1.4262578,1
1.3686945,-1.6654046,7.4249287,0.92560226,1.3615389,1.5092934,1
-0.21774685,-3.2446675,8.216953,0.92560226,1.3615389,1.5092934,1
-1.3782659,-2.8953154,8.04467,0.92560226,1.3615389,1.5092934,1
-1.3782659,-2.8953154,8.04467,0.42861003,1.6411734,1.6851335,1
-1.8640088,-2.8666015,8.446664,0.42861003,1.6411734,1.6851335,1
-2.8091738,-2.5292134,8.815159,0.42861003,1.6411734,1.6851335,1
-2.8091738,-2.5292134,8.815159,0.42861003,1.680249,1.7620634,1
-2.8091738,-2.5292134,8.815159,0.081814446,1.4995245,1.6118667,1
-4.302295,-2.8594232,10.693524,0.081814446,1.4995245,1.6118667,1
-4.302295,-2.8594232,10.693524,-0.11356334,1.405499,1.4103833,1
-4.302295,-2.8594232,10.693524,0.2845189,1.2333223,0.8327978,1
-4.3788652,-3.4025939,11.916257,0.2845189,1.2333223,0.8327978,1
-4.9052863,-3.2925239,11.475977,0.2845189,1.2333223,0.8327978,1
-4.9052863,-3.2925239,11.475977,0.27963445,0.2625389,-0.29917222,1
-4.9028935,-3.438486,10.899307,0.27963445,0.2625389,-0.29917222,1
-3.7447674,-3.7304106,9.738789,0.27963445,0.2625389,-0.29917222,1
-3.7447674,-3.7304106,9.738789,1.0745778,-0.53484666,-1.1563922,1
-3.7447674,-3.7304106,9.738789,1.24187,-1.0391656,-1.3493278,1
-4.0941195,-4.2831526,9.60479,1.24187,-1.0391656,-1.3493278,1
-4.0941195,-4.2831526,9.60479,1.17593,-1.1905833,-1.3224634,1
-4.0941195,-4.2831526,9.60479,0.29306668,-1.51662,-1.1063267,1
-5.1158547,-3.9098723,9.171689,0.29306668,-1.51662,-1.1063267,1
-5.2809596,-2.6201408,7.9920278,0.29306668,-1.51662,-1.1063267,1
-5.2809596,-2.6201408,7.9920278,-0.65329444,-1.3896245,-0.8633256,1
-5.2809596,-2.6201408,7.9920278,-0.6471889,-0.8425667,-0.67283225,1
-4.371687,-1.9310079,7.04447,-0.6471889,-0.8425667,-0.67283225,1
-4.371687,-1.9310079,7.04447,-0.59590226,-0.59468114,-0.5971234,1
-4.371687,-1.9310079,7.04447,-0.4689067,0.23201112,-0.26864445,1
-3.7280176,-0.8662018,6.9415784,-0.4689067,0.23201112,-0.26864445,1
-3.6203406,-0.12203395,6.5252275,-0.4689067,0.23201112,-0.26864445,1
-3.6203406,-0.12203395,6.5252275,0.16973445,1.3126945,0.54339445,1
-3.7998023,-0.33260235,6.721439,0.16973445,1.3126945,0.54339445,1
-4.9316072,-0.9379865,7.04447,0.16973445,1.3126945,0.54339445,1
-4.9316072,-0.9379865,7.04447,0.25399113,2.9599733,1.9635468,1
-4.9316072,-0.9379865,7.04447,-0.8914111,3.9515157,2.9367723,1
-9.21476,-0.5886344,6.0083776,-0.8914111,3.9515157,2.9367723,1
-9.21476,-0.5886344,6.0083776,-1.4445745,3.8159723,3.0552201,1
-9.21476,-0.5886344,6.0083776,-1.3078101,2.9245613,2.9807324,1
-11.772687,0.36370903,6.465407,-1.3078101,2.9245613,2.9807324,1
-10.085748,-0.42592242,5.326423,-1.3078101,2.9245613,2.9807324,1
-10.085748,-0.42592242,5.326423,-0.16607112,1.8133501,2.3640711,1
-10.423136,-0.47138608,4.575077,-0.16607112,1.8133501,2.3640711,1
-11.514262,0.20338993,2.5674987,-0.16607112,1.8133501,2.3640711,1
-11.514262,0.20338993,2.5674987,-2.7230778,0.95857227,1.3993934,1
-11.514262,0.20338993,2.5674987,-3.789108,0.6007867,0.8413456,1
-9.9756775,0.12921242,2.926422,-3.789108,0.6007867,0.8413456,1
-9.9756775,0.12921242,2.926422,-3.9454103,0.46035892,0.6435256,1
-9.9756775,0.12921242,2.926422,-2.691329,0.3162678,0.20026223,1
-8.9348,-1.5625132,4.0510488,-2.691329,0.3162678,0.20026223,1
-8.195417,-2.3545375,4.6205406,-2.691329,0.3162678,0.20026223,1
-8.195417,-2.3545375,4.6205406,-0.25399113,0.35656446,-0.03174889,1
-8.092526,-2.3306093,4.749753,-0.25399113,0.35656446,-0.03174889,1
-7.4919276,-1.4452649,5.0679984,-0.25399113,0.35656446,-0.03174889,1
-7.4919276,-1.4452649,5.0679984,0.35290113,0.56293225,0.078151114,1
-7.4919276,-1.4452649,5.0679984,0.6068922,0.3504589,-0.12211112,1
-8.6141615,-0.79920274,6.3768725,0.6068922,0.3504589,-0.12211112,1
-8.6141615,-0.79920274,6.3768725,1.0416079,0.26864445,-0.2295689,1
-8.6141615,-0.79920274,6.3768725,1.7938123,-0.68260115,-0.8645467,1
-12.229716,-2.0386848,7.056434,1.7938123,-0.68260115,-0.8645467,1
-9.643075,-1.7754744,4.898108,1.7938123,-0.68260115,-0.8645467,1
-9.643075,-1.7754744,4.898108,3.3849201,-1.1624979,-2.141829,1
-9.652647,-2.3306093,4.4841495,3.3849201,-1.1624979,-2.141829,1
-12.717853,-1.5026926,4.9052863,3.3849201,-1.1624979,-2.141829,1
-12.717853,-1.5026926,4.9052863,2.2798145,-2.3567445,-2.1064167,1
-12.717853,-1.5026926,4.9052863,0.5128667,-2.6571379,-1.998959,1
-11.906686,-0.7298109,3.9960139,0.5128667,-2.6571379,-1.998959,1
-11.906686,-0.7298109,3.9960139,-0.15386,-2.688887,-1.9623257,1
-11.906686,-0.7298109,3.9960139,-1.3884034,-2.4092524,-1.8402145,1
-9.662218,-0.23928227,3.5365918,-1.3884034,-2.4092524,-1.8402145,1
-8.190632,-1.119841,3.6011982,-1.3884034,-2.4092524,-1.8402145,1
