1557033284217,-0.03568636,-0.6562029,-0.22370553
1557033284217,-0.03568636,-0.6562029,-0.22370553
1557033284217,-0.03568636,-0.6562029,-0.22370553
1557033284222,-0.03568636,-0.6562029,-0.22370553
1557033284222,0.16937704,-0.36751625,-0.2759035
1557033284223,0.16937704,-0.36751625,-0.2759035
1557033284223,0.16937704,-0.36751625,-0.2759035
1557033284224,0.16937704,-0.36751625,-0.2759035
1557033284224,0.2050634,-0.3190467,-0.28655612
1557033284228,0.23435818,-0.27004454,-0.2977414
1557033284232,0.30945933,-0.13422333,-0.32810146
1557033284238,0.34141725,-0.0479369,-0.34408042
1557033284251,0.3637878,0.05539375,-0.3669836
1557033284251,0.36325517,0.101200126,-0.3797668
1557033284251,0.34088463,0.13475595,-0.38935417
1557033284258,0.3110572,0.13315806,-0.39787626
1557033284261,0.25566345,0.11025487,-0.4111921
1557033284266,0.21731395,0.0793622,-0.42290998
1557033284271,0.16298546,0.015978966,-0.43249738
1557033284281,0.13369069,-0.037284255,-0.43782368
1557033284281,0.10066749,-0.12144015,-0.43036684
1557033284286,0.08149273,-0.175236,-0.41172472
1557033284301,0.04580637,-0.26205507,-0.38296258
1557033284301,0.025033714,-0.3392867,-0.35260254
1557033284301,0.006924219,-0.5278385,-0.27004454
1557033284308,0.0037284256,-0.72437984,-0.18855181
1557033284311,-0.05486112,-0.9502159,-0.105993815
1557033284318,-0.12942964,-1.0982877,-0.054328486
1557033284321,-0.25832662,-1.3379722,0.029827405
1557033284327,-0.340352,-1.5180018,0.0793622
1557033284331,-0.43196473,-1.8024274,0.16192019
1557033284338,-0.479369,-1.9744676,0.21411815
1557033284350,-0.54168695,-2.1502364,0.2796319
1557033284351,-0.5901565,-2.2120216,0.3057309
1557033284351,-0.6791061,-2.2525017,0.32277513
1557033284358,-0.74089146,-2.2652848,0.3190467
1557033284361,-0.8309063,-2.2887206,0.2876214
1557033284366,-0.88203895,-2.3046997,0.25086978
1557033284371,-0.9502159,-2.3212113,0.18588865
1557033284379,-0.99229383,-2.3238745,0.13954964
1557033284381,-1.0450244,-2.310026,0.092145376
1557033284386,-1.0769824,-2.3004386,0.0777643
1557033284400,-1.1126688,-2.292449,0.08894958
1557033284400,-1.1350393,-2.2935145,0.12250541
1557033284401,-1.1712582,-2.3062975,0.19281286
1557033284406,-1.2032162,-2.3180156,0.2428803
1557033284411,-1.274589,-2.343582,0.30945933
1557033284418,-1.3305153,-2.369681,0.34141725
1557033284421,-1.4141386,-2.4527714,0.35899413
1557033284427,-1.4652712,-2.5347967,0.34887412
1557033284431,-1.5270566,-2.6557043,0.30200246
1557033284438,-1.5595472,-2.7095,0.28975195
1557033284451,-1.577124,-2.7361317,0.3222425
1557033284451,-1.5733956,-2.7366643,0.36485308
1557033284451,-1.5701998,-2.7622306,0.39787626
1557033284458,-1.5739282,-2.790993,0.3898868
1557033284461,-1.5851135,-2.8059065,0.34887412
1557033284466,-1.593103,-2.787797,0.33502567
1557033284471,-1.5925703,-2.7553065,0.330232
1557033284479,-1.5797871,-2.7334685,0.32437304
1557033284481,-1.5371766,-2.6525085,0.32650355
1557033284486,-1.4945661,-2.5571673,0.33609092
1557033284501,-1.4013554,-2.3457124,0.35100463
1557033284501,-1.3166668,-2.1736722,0.35952675
1557033284501,-1.1510183,-1.8839202,0.36005938
1557033284506,-1.0247844,-1.6708673,0.34940675
1557033284511,-0.8319715,-1.3363743,0.32011196
1557033284518,-0.7057377,-1.1217234,0.29134983
1557033284521,-0.525708,-0.8479505,0.25033715
1557033284527,-0.4165184,-0.69295454,0.23169503
1557033284531,-0.28442562,-0.5044027,0.21145499
1557033284538,-0.21038973,-0.41545314,0.19867182
1557033284551,-0.12144015,-0.3371562,0.1635181
1557033284551,-0.076166406,-0.31691617,0.12676647
